,Division,FID,Hood_ID,Index_,Lat,Long,MCI,Neighbourhood,event_unique_id,occurrencedate,occurrenceday,occurrencedayofweek,occurrencedayofyear,occurrencehour,occurrencemonth,occurrenceyear,offence,premisetype,reporteddate,reportedday,reporteddayofweek,reporteddayofyear,reportedhour,reportedmonth,reportedyear,ucr_code,ucr_ext
1561,D53,1562,98,1862,43.6736221,-79.3853226,Assault,Rosedale-Moore Park (98),GO-20141328493,1389502800000,12.0,Sunday    ,12.0,7,January,2014.0,Assault With Weapon,Apartment,1389502800000,12,Sunday    ,12,8,January,2014,1420,100
1562,D53,1563,99,1863,43.711132,-79.3912277,Assault,Mount Pleasant East (99),GO-20141329762,1389502800000,12.0,Sunday    ,12.0,13,January,2014.0,Assault,Apartment,1389502800000,12,Sunday    ,12,14,January,2014,1430,100
1563,D32,1564,35,1864,43.7830276,-79.4589691,Break and Enter,Westminster-Branson (35),GO-20141329381,1389502800000,12.0,Sunday    ,12.0,9,January,2014.0,B&E,House,1389502800000,12,Sunday    ,12,14,January,2014,2120,200
1564,D11,1565,93,1865,43.6672173,-79.4441757,Robbery,Dovercourt-Wallace Emerson-Junction (93),GO-20141331238,1389502800000,12.0,Sunday    ,12.0,17,January,2014.0,Robbery - Swarming,Outside,1389502800000,12,Sunday    ,12,17,January,2014,1610,180
1565,D31,1566,22,1866,43.7491264,-79.5467911,Assault,Humbermede (22),GO-20141331819,1389502800000,12.0,Sunday    ,12.0,20,January,2014.0,Assault,House,1389502800000,12,Sunday    ,12,20,January,2014,1430,100
1566,D22,1567,19,1867,43.5909042,-79.5307083,Assault,Long Branch (19),GO-20141331471,1389502800000,12.0,Sunday    ,12.0,18,January,2014.0,Assault - Resist/ Prevent Seiz,Apartment,1389502800000,12,Sunday    ,12,18,January,2014,1480,100
1567,D13,1568,96,1868,43.6792259,-79.410553,Assault,Casa Loma (96),GO-20141332215,1389502800000,12.0,Sunday    ,12.0,22,January,2014.0,Assault,Apartment,1389502800000,12,Sunday    ,12,22,January,2014,1430,100
1568,D14,1569,81,1869,43.6464691,-79.4077072,Assault,Trinity-Bellwoods (81),GO-20141327269,1389502800000,12.0,Sunday    ,12.0,1,January,2014.0,Assault With Weapon,Commercial,1389502800000,12,Sunday    ,12,1,January,2014,1420,100
1569,D51,1570,75,1870,43.66465,-79.3805237,Assault,Church-Yonge Corridor (75),GO-20141327642,1389502800000,12.0,Sunday    ,12.0,2,January,2014.0,Assault,Commercial,1389502800000,12,Sunday    ,12,2,January,2014,1430,100
1570,D54,1571,54,1871,43.7053986,-79.3128357,Break and Enter,O'Connor-Parkview (54),GO-20141327465,1389502800000,12.0,Sunday    ,12.0,1,January,2014.0,B&E,Commercial,1389502800000,12,Sunday    ,12,1,January,2014,2120,200
1571,D52,1572,76,1872,43.6463852,-79.3841019,Assault,Bay Street Corridor (76),GO-20141328312,1389502800000,12.0,Sunday    ,12.0,6,January,2014.0,Assault,Other,1389502800000,12,Sunday    ,12,6,January,2014,1430,100
1572,D51,1573,75,1873,43.6639061,-79.3841553,Break and Enter,Church-Yonge Corridor (75),GO-20141770030,1395720000000,25.0,Tuesday   ,84.0,20,March,2014.0,B&E,Other,1395806400000,26,Wednesday ,85,10,March,2014,2120,200
1573,D31,1574,23,1874,43.7170258,-79.5372925,Theft Over,Pelmo Park-Humberlea (23),GO-20141763105,1395720000000,25.0,Tuesday   ,84.0,4,March,2014.0,Theft From Motor Vehicle Over,Outside,1395806400000,26,Wednesday ,85,10,March,2014,2132,200
1574,D12,1575,90,1875,43.6789017,-79.4740753,Robbery,Junction Area (90),GO-20141768103,1395720000000,25.0,Tuesday   ,84.0,23,March,2014.0,Robbery - Business,Commercial,1395806400000,26,Wednesday ,85,0,March,2014,1610,210
1575,D42,1576,117,1876,43.7936172,-79.312088,Break and Enter,L'Amoreaux (117),GO-20141840559,1395720000000,25.0,Tuesday   ,84.0,11,March,2014.0,B&E W'Intent,Apartment,1396756800000,6,Sunday    ,96,19,April,2014,2120,220
1576,D42,1577,117,1877,43.8015518,-79.2995453,Assault,L'Amoreaux (117),GO-20141792073,1395720000000,25.0,Tuesday   ,84.0,15,March,2014.0,Assault,House,1396065600000,29,Saturday  ,88,14,March,2014,1430,100
1577,D12,1578,23,1878,43.7078247,-79.5181961,Theft Over,Pelmo Park-Humberlea (23),GO-20141818829,1396411200000,2.0,Wednesday ,92.0,20,April,2014.0,Theft Over,House,1396497600000,3,Thursday  ,93,9,April,2014,2130,210
1578,D31,1579,26,1879,43.7198334,-79.5138016,Break and Enter,Downsview-Roding-CFB (26),GO-20141821905,1396411200000,2.0,Wednesday ,92.0,18,April,2014.0,B&E,Apartment,1396497600000,3,Thursday  ,93,16,April,2014,2120,200
1579,D53,1580,99,1880,43.7084732,-79.3774643,Break and Enter,Mount Pleasant East (99),GO-20141816324,1396411200000,2.0,Wednesday ,92.0,10,April,2014.0,B&E,House,1396497600000,3,Thursday  ,93,1,April,2014,2120,200
1580,D32,1581,37,1881,43.7719994,-79.4425354,Break and Enter,Willowdale West (37),GO-20141815897,1396411200000,2.0,Wednesday ,92.0,17,April,2014.0,B&E,Apartment,1396497600000,3,Thursday  ,93,0,April,2014,2120,200
1581,D32,1582,26,1882,43.7315254,-79.4628754,Break and Enter,Downsview-Roding-CFB (26),GO-20141818312,1396411200000,2.0,Wednesday ,92.0,22,April,2014.0,B&E W'Intent,Commercial,1396497600000,3,Thursday  ,93,6,April,2014,2120,220
1582,D31,1583,26,1883,43.7255173,-79.5132065,Assault,Downsview-Roding-CFB (26),GO-20141820294,1396411200000,2.0,Wednesday ,92.0,17,April,2014.0,Assault,Apartment,1396497600000,3,Thursday  ,93,14,April,2014,1430,100
1583,D43,1584,136,1884,43.7632103,-79.1932983,Assault,West Hill (136),GO-20141819222,1396411200000,2.0,Wednesday ,92.0,15,April,2014.0,Assault,Other,1396497600000,3,Thursday  ,93,9,April,2014,1430,100
1584,D31,1585,27,1885,43.7622452,-79.5005188,Assault,York University Heights (27),GO-20141819401,1396411200000,2.0,Wednesday ,92.0,22,April,2014.0,Assault,Apartment,1396497600000,3,Thursday  ,93,10,April,2014,1430,100
1585,D33,1586,48,1886,43.8107224,-79.3627853,Robbery,Hillcrest Village (48),GO-20141820269,1396411200000,2.0,Wednesday ,92.0,9,April,2014.0,Robbery - Home Invasion,Apartment,1396497600000,3,Thursday  ,93,22,April,2014,1610,130
1586,D53,1587,100,1887,43.7077637,-79.4008408,Assault,Yonge-Eglinton (100),GO-20141823347,1396411200000,2.0,Wednesday ,92.0,20,April,2014.0,Assault,Outside,1396497600000,3,Thursday  ,93,21,April,2014,1430,100
1587,D23,1588,2,1888,43.7584648,-79.5893555,Assault,Mount Olive-Silverstone-Jamestown (2),GO-20141819470,1396411200000,2.0,Wednesday ,92.0,17,April,2014.0,Assault,Apartment,1396497600000,3,Thursday  ,93,12,April,2014,1430,100
1588,D32,1589,105,1889,43.7334404,-79.402092,Break and Enter,Lawrence Park North (105),GO-20141819098,1396411200000,2.0,Wednesday ,92.0,12,April,2014.0,B&E W'Intent,House,1396497600000,3,Thursday  ,93,9,April,2014,2120,220
1589,D12,1590,28,1890,43.7102699,-79.5002594,Robbery,Rustic (28),GO-20141819282,1396411200000,2.0,Wednesday ,92.0,23,April,2014.0,Robbery With Weapon,Outside,1396497600000,3,Thursday  ,93,9,April,2014,1610,100
1590,D53,1591,99,1891,43.7105293,-79.3796463,Break and Enter,Mount Pleasant East (99),GO-20141819101,1396411200000,2.0,Wednesday ,92.0,16,April,2014.0,B&E,Commercial,1396497600000,3,Thursday  ,93,9,April,2014,2120,200
1591,D43,1592,136,1892,43.7659836,-79.1910706,Assault,West Hill (136),GO-201418206,1396411200000,2.0,Wednesday ,92.0,14,April,2014.0,Assault,Commercial,1396497600000,3,Thursday  ,93,19,April,2014,1430,100
1592,D55,1593,65,1893,43.6807594,-79.3276215,Break and Enter,Greenwood-Coxwell (65),GO-20141942886,1396411200000,2.0,Wednesday ,92.0,12,April,2014.0,B&E,House,1398225600000,23,Wednesday ,113,12,April,2014,2120,200
1593,D12,1594,111,1894,43.6816101,-79.4767532,Assault,Rockcliffe-Smythe (111),GO-20141815693,1396411200000,2.0,Wednesday ,92.0,16,April,2014.0,Assault,Outside,1396411200000,2,Wednesday ,92,16,April,2014,1430,100
1594,D43,1595,136,1895,43.7676544,-79.1896133,Assault,West Hill (136),GO-20141816144,1396411200000,2.0,Wednesday ,92.0,18,April,2014.0,Assault,Outside,1396411200000,2,Wednesday ,92,18,April,2014,1430,100
1595,D54,1596,44,1896,43.7183647,-79.3314056,Assault,Flemingdon Park (44),GO-20141329225,1388725200000,3.0,Friday    ,3.0,13,January,2014.0,Assault With Weapon,Apartment,1389502800000,12,Sunday    ,12,13,January,2014,1420,100
1596,D54,1597,44,1897,43.7183647,-79.3314056,Assault,Flemingdon Park (44),GO-20141329225,1388725200000,3.0,Friday    ,3.0,13,January,2014.0,Assault,Apartment,1389502800000,12,Sunday    ,12,13,January,2014,1430,100
1597,D51,1598,75,1898,43.6499252,-79.3744125,Break and Enter,Church-Yonge Corridor (75),GO-20141278997,1388725200000,3.0,Friday    ,3.0,20,January,2014.0,B&E,Commercial,1388811600000,4,Saturday  ,4,8,January,2014,2120,200
1598,D31,1599,27,1899,43.7782784,-79.4884109,Break and Enter,York University Heights (27),GO-20141315911,1388725200000,3.0,Friday    ,3.0,17,January,2014.0,B&E,Commercial,1389330000000,10,Friday    ,10,9,January,2014,2120,200
1599,D51,1600,75,1900,43.6511879,-79.3749466,Break and Enter,Church-Yonge Corridor (75),GO-20141278917,1388725200000,3.0,Friday    ,3.0,17,January,2014.0,B&E,Commercial,1388811600000,4,Saturday  ,4,8,January,2014,2120,200
1600,D32,1601,50,1109,43.7816391,-79.4160004,Assault,Newtonbrook East (50),GO-20141301077,1389070800000,7.0,Tuesday   ,7.0,22,January,2014.0,Assault With Weapon,Other,1389070800000,7,Tuesday   ,7,22,January,2014,1420,100
1601,D43,1602,135,1023,43.7714539,-79.2087479,Assault,Morningside (135),GO-20141503770,1392008400000,10.0,Monday    ,41.0,10,February,2014.0,Assault,Other,1392094800000,11,Tuesday   ,42,6,February,2014,1430,100
1602,D52,1603,75,1419,43.6540642,-79.3799744,Assault,Church-Yonge Corridor (75),GO-20141594132,1393304400000,25.0,Tuesday   ,56.0,9,February,2014.0,Assault Bodily Harm,Outside,1393304400000,25,Tuesday   ,56,9,February,2014,1420,110
1603,D32,1604,50,1110,43.7816391,-79.4160004,Assault,Newtonbrook East (50),GO-20141301077,1389070800000,7.0,Tuesday   ,7.0,22,January,2014.0,Assault With Weapon,Other,1389070800000,7,Tuesday   ,7,22,January,2014,1420,100
1604,D43,1605,134,1339,43.7845116,-79.1839676,Assault,Highland Creek (134),GO-20141314652,1389243600000,9.0,Thursday  ,9.0,10,January,2014.0,Assault,Apartment,1389330000000,10,Friday    ,10,4,January,2014,1430,100
1605,D43,1606,137,1024,43.7610931,-79.2108078,Assault,Woburn (137),GO-20141509210,1392008400000,10.0,Monday    ,41.0,13,February,2014.0,Assault,Other,1392094800000,11,Tuesday   ,42,14,February,2014,1430,100
1606,D41,1607,127,1420,43.7515259,-79.2650528,Assault,Bendale (127),GO-20141594136,1393304400000,25.0,Tuesday   ,56.0,9,February,2014.0,Assault,Other,1393304400000,25,Tuesday   ,56,9,February,2014,1430,100
1607,D33,1608,46,1915,43.7746696,-79.3266983,Robbery,Pleasant View (46),GO-20141326467,1389416400000,11.0,Saturday  ,11.0,22,January,2014.0,Robbery With Weapon,Outside,1389416400000,11,Saturday  ,11,22,January,2014,1610,100
1608,D22,1609,14,1421,43.6094208,-79.5602722,Assault,Islington-City Centre West (14),GO-20141593986,1393304400000,25.0,Tuesday   ,56.0,0,February,2014.0,Assault,Other,1393304400000,25,Tuesday   ,56,10,February,2014,1430,100
1609,D42,1610,130,1340,43.822506,-79.2739868,Assault,Milliken (130),GO-20141347657,1389243600000,9.0,Thursday  ,9.0,12,January,2014.0,Aggravated Assault,Apartment,1389762000000,15,Wednesday ,15,11,January,2014,1410,100
1610,D52,1611,76,1422,43.6518974,-79.3817139,Assault,Bay Street Corridor (76),GO-20141594521,1393304400000,25.0,Tuesday   ,56.0,10,February,2014.0,Assault,Other,1393304400000,25,Tuesday   ,56,10,February,2014,1430,100
1611,D52,1612,78,1916,43.6543159,-79.3965683,Break and Enter,Kensington-Chinatown (78),GO-20141326666,1389416400000,11.0,Saturday  ,11.0,14,January,2014.0,B&E W'Intent,House,1389416400000,11,Saturday  ,11,22,January,2014,2120,220
1612,D43,1613,134,1111,43.785347,-79.1933441,Assault,Highland Creek (134),GO-20141300430,1389070800000,7.0,Tuesday   ,7.0,19,January,2014.0,Assault,Apartment,1389070800000,7,Tuesday   ,7,19,January,2014,1430,100
1613,D14,1614,77,1025,43.6462326,-79.3981476,Theft Over,Waterfront Communities-The Island (77),GO-20141528527,1392008400000,10.0,Monday    ,41.0,22,February,2014.0,Theft From Motor Vehicle Over,Outside,1392354000000,14,Friday    ,45,14,February,2014,2132,200
1614,D41,1615,119,1341,43.7453804,-79.2947311,Assault,Wexford/Maryvale (119),GO-20141266251,1388379600000,30.0,Monday    ,364.0,22,December,2013.0,Assault,Commercial,1388638800000,2,Thursday  ,2,9,January,2014,1430,100
1615,D42,1616,130,1423,43.8269234,-79.2884674,Break and Enter,Milliken (130),GO-20141596651,1393304400000,25.0,Tuesday   ,56.0,16,February,2014.0,B&E,House,1393304400000,25,Tuesday   ,56,16,February,2014,2120,200
1616,D52,1617,76,1424,43.6598625,-79.3904953,Assault,Bay Street Corridor (76),GO-20141596219,1393304400000,25.0,Tuesday   ,56.0,14,February,2014.0,Assault,Other,1393304400000,25,Tuesday   ,56,15,February,2014,1430,100
1617,D14,1618,95,1425,43.6661682,-79.4062729,Assault,Annex (95),GO-20141598485,1393304400000,25.0,Tuesday   ,56.0,22,February,2014.0,Assault,House,1393304400000,25,Tuesday   ,56,22,February,2014,1430,100
1618,D11,1619,90,1426,43.6634979,-79.4623642,Assault,Junction Area (90),GO-20141598799,1393304400000,25.0,Tuesday   ,56.0,23,February,2014.0,Assault,Apartment,1393304400000,25,Tuesday   ,56,23,February,2014,1430,100
1619,D55,1620,70,1427,43.6613426,-79.3527451,Assault,South Riverdale (70),GO-20141594391,1393304400000,25.0,Tuesday   ,56.0,8,February,2014.0,Discharge Firearm With Intent,Apartment,1393304400000,25,Tuesday   ,56,9,February,2014,1450,120
1620,D55,1621,70,1428,43.6613426,-79.3527451,Assault,South Riverdale (70),GO-20141594391,1393304400000,25.0,Tuesday   ,56.0,8,February,2014.0,Discharge Firearm With Intent,Apartment,1393304400000,25,Tuesday   ,56,9,February,2014,1450,120
1621,D55,1622,70,1429,43.6613426,-79.3527451,Assault,South Riverdale (70),GO-20141594391,1393304400000,25.0,Tuesday   ,56.0,8,February,2014.0,Discharge Firearm With Intent,Apartment,1393304400000,25,Tuesday   ,56,9,February,2014,1450,120
1622,D55,1623,70,1430,43.6613426,-79.3527451,Assault,South Riverdale (70),GO-20141594391,1393304400000,25.0,Tuesday   ,56.0,8,February,2014.0,Discharge Firearm With Intent,Apartment,1393304400000,25,Tuesday   ,56,9,February,2014,1450,120
1623,D55,1624,70,1431,43.6613426,-79.3527451,Assault,South Riverdale (70),GO-20141594391,1393304400000,25.0,Tuesday   ,56.0,8,February,2014.0,Discharge Firearm With Intent,Apartment,1393304400000,25,Tuesday   ,56,9,February,2014,1450,120
1624,D42,1625,132,1432,43.8031311,-79.2196121,Assault,Malvern (132),GO-20141594692,1393304400000,25.0,Tuesday   ,56.0,12,February,2014.0,Assault With Weapon,House,1393304400000,25,Tuesday   ,56,16,February,2014,1420,100
1625,D42,1626,132,1433,43.8031311,-79.2196121,Assault,Malvern (132),GO-20141594692,1393304400000,25.0,Tuesday   ,56.0,12,February,2014.0,Assault With Weapon,House,1393304400000,25,Tuesday   ,56,16,February,2014,1420,100
1626,D42,1627,132,1434,43.8031311,-79.2196121,Assault,Malvern (132),GO-20141594692,1393304400000,25.0,Tuesday   ,56.0,12,February,2014.0,Assault With Weapon,House,1393304400000,25,Tuesday   ,56,16,February,2014,1420,100
1627,D42,1628,132,1435,43.8031311,-79.2196121,Assault,Malvern (132),GO-20141594692,1393304400000,25.0,Tuesday   ,56.0,12,February,2014.0,Assault Peace Officer Wpn/Cbh,House,1393304400000,25,Tuesday   ,56,16,February,2014,1461,100
1628,D54,1629,60,1436,43.6933594,-79.3160858,Robbery,Woodbine-Lumsden (60),GO-20141597472,1393304400000,25.0,Tuesday   ,56.0,18,February,2014.0,Robbery - Mugging,Commercial,1393304400000,25,Tuesday   ,56,18,February,2014,1610,200
1629,D54,1630,60,1437,43.6933594,-79.3160858,Robbery,Woodbine-Lumsden (60),GO-20141597472,1393304400000,25.0,Tuesday   ,56.0,18,February,2014.0,Robbery - Other,Commercial,1393304400000,25,Tuesday   ,56,18,February,2014,1610,220
1630,D31,1631,22,1438,43.7509613,-79.5411224,Assault,Humbermede (22),GO-20141596023,1393304400000,25.0,Tuesday   ,56.0,16,February,2014.0,Assault,Outside,1393304400000,25,Tuesday   ,56,23,February,2014,1430,100
1631,D31,1632,22,1439,43.7509613,-79.5411224,Assault,Humbermede (22),GO-20141596023,1393304400000,25.0,Tuesday   ,56.0,16,February,2014.0,Assault,Outside,1393304400000,25,Tuesday   ,56,23,February,2014,1430,100
1632,D22,1633,17,1440,43.6054611,-79.4939117,Break and Enter,Mimico (includes Humber Bay Shores) (17),GO-20141597935,1393304400000,25.0,Tuesday   ,56.0,20,February,2014.0,B&E,House,1393304400000,25,Tuesday   ,56,20,February,2014,2120,200
1633,D12,1634,29,1441,43.7086601,-79.4780655,Robbery,Maple Leaf (29),GO-20141597912,1393304400000,25.0,Tuesday   ,56.0,20,February,2014.0,Robbery - Swarming,Outside,1393304400000,25,Tuesday   ,56,20,February,2014,1610,180
1634,D43,1635,136,1442,43.7584534,-79.1972733,Assault,West Hill (136),GO-20141596275,1393304400000,25.0,Tuesday   ,56.0,15,February,2014.0,Assault Bodily Harm,Other,1393304400000,25,Tuesday   ,56,15,February,2014,1420,110
1635,D22,1636,14,1443,43.6478882,-79.5268936,Assault,Islington-City Centre West (14),GO-20141596187,1393304400000,25.0,Tuesday   ,56.0,12,February,2014.0,Assault,Other,1393304400000,25,Tuesday   ,56,16,February,2014,1430,100
1636,D42,1637,131,1444,43.8017426,-79.1450729,Break and Enter,Rouge (131),GO-20141595930,1393304400000,25.0,Tuesday   ,56.0,13,February,2014.0,B&E,House,1393304400000,25,Tuesday   ,56,14,February,2014,2120,200
1637,D33,1638,53,1445,43.7694359,-79.3431625,Break and Enter,Henry Farm (53),GO-20141596235,1393304400000,25.0,Tuesday   ,56.0,12,February,2014.0,B&E,Apartment,1393304400000,25,Tuesday   ,56,15,February,2014,2120,200
1638,D33,1639,47,1446,43.776062,-79.3399124,Assault,Don Valley Village (47),GO-20141356837,1389243600000,9.0,Thursday  ,9.0,11,January,2014.0,Assault,Outside,1389934800000,17,Friday    ,17,1,January,2014,1430,100
1639,D43,1640,137,1447,43.7795486,-79.2329788,Break and Enter,Woburn (137),GO-201549515,1389243600000,9.0,Thursday  ,9.0,11,January,2014.0,B&E,Apartment,1420779600000,9,Friday    ,9,16,January,2015,2120,200
1640,D41,1641,120,1448,43.7051849,-79.2772217,Assault,Clairlea-Birchmount (120),GO-20141385525,1389848400000,16.0,Thursday  ,16.0,1,January,2014.0,Assault,Other,1390280400000,21,Tuesday   ,21,16,January,2014,1430,100
1641,D31,1642,21,1449,43.7507439,-79.5595093,Theft Over,Humber Summit (21),GO-20141372418,1389848400000,16.0,Thursday  ,16.0,13,January,2014.0,Theft From Mail / Bag / Key,Apartment,1390107600000,19,Sunday    ,19,11,January,2014,2130,200
1642,D31,1643,25,1450,43.747097,-79.5151291,Robbery,Glenfield-Jane Heights (25),GO-20141377731,1389848400000,16.0,Thursday  ,16.0,10,January,2014.0,Robbery - Swarming,Other,1390194000000,20,Monday    ,20,13,January,2014,1610,180
1643,D31,1644,25,1451,43.747097,-79.5151291,Robbery,Glenfield-Jane Heights (25),GO-20141377731,1389848400000,16.0,Thursday  ,16.0,10,January,2014.0,Robbery - Swarming,Other,1390194000000,20,Monday    ,20,13,January,2014,1610,180
1644,D43,1645,136,1452,43.7676544,-79.1896133,Assault,West Hill (136),GO-20141392077,1389848400000,16.0,Thursday  ,16.0,0,January,2014.0,Assault,Apartment,1390366800000,22,Wednesday ,22,18,January,2014,1430,100
1645,D32,1646,51,1453,43.7584877,-79.4088898,Break and Enter,Willowdale East (51),GO-20141375237,1389848400000,16.0,Thursday  ,16.0,17,January,2014.0,B&E,Apartment,1390107600000,19,Sunday    ,19,21,January,2014,2120,200
1646,D43,1647,137,1454,43.7764397,-79.2317581,Assault,Woburn (137),GO-20141377973,1389848400000,16.0,Thursday  ,16.0,17,January,2014.0,Assault,Other,1390194000000,20,Monday    ,20,13,January,2014,1430,100
1647,D51,1648,74,1455,43.6664314,-79.376503,Assault,North St.James Town (74),GO-20141754718,1389848400000,16.0,Thursday  ,16.0,8,January,2014.0,Assault,Apartment,1395547200000,23,Sunday    ,82,18,March,2014,1430,100
1648,D13,1649,107,1456,43.6858025,-79.4450302,Break and Enter,Oakwood Village (107),GO-20141355780,1389848400000,16.0,Thursday  ,16.0,16,January,2014.0,B&E,House,1389934800000,17,Friday    ,17,11,January,2014,2120,200
1649,D43,1650,137,1457,43.7618561,-79.2158356,Assault,Woburn (137),GO-20141360841,1389848400000,16.0,Thursday  ,16.0,18,January,2014.0,Assault,Apartment,1389934800000,17,Friday    ,17,13,January,2014,1430,100
1650,D33,1651,47,1458,43.7809792,-79.3443222,Break and Enter,Don Valley Village (47),GO-20141356107,1389848400000,16.0,Thursday  ,16.0,8,January,2014.0,B&E W'Intent,Apartment,1389934800000,17,Friday    ,17,0,January,2014,2120,220
1651,D33,1652,46,1459,43.7850456,-79.3371887,Assault,Pleasant View (46),GO-20141655059,1389848400000,16.0,Thursday  ,16.0,12,January,2014.0,Assault,Other,1389934800000,17,Friday    ,17,6,January,2014,1430,100
1652,D12,1653,111,1460,43.6780281,-79.4965057,Break and Enter,Rockcliffe-Smythe (111),GO-20141357622,1389848400000,16.0,Thursday  ,16.0,9,January,2014.0,B&E,Apartment,1389934800000,17,Friday    ,17,0,January,2014,2120,200
1653,D54,1654,54,1461,43.7096329,-79.3014603,Assault,O'Connor-Parkview (54),GO-20141361177,1389848400000,16.0,Thursday  ,16.0,20,January,2014.0,Assault,House,1389934800000,17,Friday    ,17,10,January,2014,1430,100
1654,D43,1655,137,1462,43.7605553,-79.233223,Assault,Woburn (137),GO-20141361469,1389848400000,16.0,Thursday  ,16.0,15,January,2014.0,Assault,House,1389934800000,17,Friday    ,17,15,January,2014,1430,100
1655,D55,1656,70,1463,43.6724319,-79.3341904,Break and Enter,South Riverdale (70),GO-20141355828,1389848400000,16.0,Thursday  ,16.0,16,January,2014.0,B&E,House,1389848400000,16,Thursday  ,16,16,January,2014,2120,200
1656,D41,1657,120,1464,43.7161827,-79.2827682,Assault,Clairlea-Birchmount (120),GO-20141355840,1389848400000,16.0,Thursday  ,16.0,16,January,2014.0,Assault With Weapon,Outside,1389848400000,16,Thursday  ,16,17,January,2014,1420,100
1657,D41,1658,120,1465,43.7161827,-79.2827682,Assault,Clairlea-Birchmount (120),GO-20141355840,1389848400000,16.0,Thursday  ,16.0,16,January,2014.0,Assault,Outside,1389848400000,16,Thursday  ,16,17,January,2014,1430,100
1658,D43,1659,127,1466,43.7736168,-79.2611313,Assault,Bendale (127),GO-20141357771,1389848400000,16.0,Thursday  ,16.0,23,January,2014.0,Assault,Outside,1389848400000,16,Thursday  ,16,23,January,2014,1430,100
1659,D51,1660,75,1467,43.6565018,-79.3771439,Break and Enter,Church-Yonge Corridor (75),GO-20141353861,1389848400000,16.0,Thursday  ,16.0,11,January,2014.0,B&E,Commercial,1389848400000,16,Thursday  ,16,11,January,2014,2120,200
1660,D12,1661,112,1468,43.6917191,-79.4676971,Break and Enter,Beechborough-Greenbrook (112),GO-20141351992,1389848400000,16.0,Thursday  ,16.0,3,January,2014.0,B&E,Commercial,1389848400000,16,Thursday  ,16,3,January,2014,2120,200
1661,D55,1662,62,1469,43.6821976,-79.2994843,Assault,East End-Danforth (62),GO-20141352246,1389848400000,16.0,Thursday  ,16.0,5,January,2014.0,Assault,Other,1389848400000,16,Thursday  ,16,5,January,2014,1430,100
1662,D33,1663,42,1470,43.734436,-79.3427124,Assault,Banbury-Don Mills (42),GO-20141352249,1389848400000,16.0,Thursday  ,16.0,5,January,2014.0,Assault,Apartment,1389848400000,16,Thursday  ,16,9,January,2014,1430,100
1663,D42,1664,132,1471,43.8131599,-79.2324829,Assault,Malvern (132),GO-20141353524,1389848400000,16.0,Thursday  ,16.0,10,January,2014.0,Assault,House,1389848400000,16,Thursday  ,16,10,January,2014,1430,100
1664,D14,1665,80,1472,43.654953,-79.4156036,Robbery,Palmerston-Little Italy (80),GO-20141354494,1389848400000,16.0,Thursday  ,16.0,13,January,2014.0,Robbery - Financial Institute,Commercial,1389848400000,16,Thursday  ,16,13,January,2014,1610,110
1665,D42,1666,131,1473,43.8042259,-79.1687851,Robbery,Rouge (131),GO-20141355874,1389848400000,16.0,Thursday  ,16.0,16,January,2014.0,Robbery - Mugging,Outside,1389848400000,16,Thursday  ,16,16,January,2014,1610,200
1666,D42,1667,131,1474,43.8042259,-79.1687851,Robbery,Rouge (131),GO-20141355874,1389848400000,16.0,Thursday  ,16.0,16,January,2014.0,Robbery - Mugging,Outside,1389848400000,16,Thursday  ,16,16,January,2014,1610,200
1667,D43,1668,127,1475,43.7736168,-79.2611313,Assault,Bendale (127),GO-20141358220,1389848400000,16.0,Thursday  ,16.0,23,January,2014.0,Assault With Weapon,Outside,1389848400000,16,Thursday  ,16,23,January,2014,1420,100
1668,D51,1669,72,1476,43.6556168,-79.3644638,Break and Enter,Regent Park (72),GO-20141351516,1389848400000,16.0,Thursday  ,16.0,0,January,2014.0,B&E W'Intent,Commercial,1389848400000,16,Thursday  ,16,0,January,2014,2120,220
1669,D51,1670,77,1477,43.6463623,-79.3752823,Break and Enter,Waterfront Communities-The Island (77),GO-20141352233,1389848400000,16.0,Thursday  ,16.0,5,January,2014.0,B&E,Apartment,1389848400000,16,Thursday  ,16,5,January,2014,2120,200
1670,D42,1671,118,1478,43.776722,-79.3086395,Break and Enter,Tam O'Shanter-Sullivan (118),GO-20141354569,1389848400000,16.0,Thursday  ,16.0,13,January,2014.0,B&E,House,1389848400000,16,Thursday  ,16,13,January,2014,2120,200
1671,D43,1672,136,1479,43.7706146,-79.1868668,Robbery,West Hill (136),GO-20141354655,1389848400000,16.0,Thursday  ,16.0,13,January,2014.0,Robbery With Weapon,Outside,1389848400000,16,Thursday  ,16,13,January,2014,1610,100
1672,D23,1673,3,1480,43.7384567,-79.5764389,Assault,Thistletown-Beaumond Heights (3),GO-20141357116,1389848400000,16.0,Thursday  ,16.0,20,January,2014.0,Assault,Apartment,1389848400000,16,Thursday  ,16,20,January,2014,1430,100
1673,D52,1674,77,1481,43.6427383,-79.3939285,Assault,Waterfront Communities-The Island (77),GO-20141357762,1389848400000,16.0,Thursday  ,16.0,22,January,2014.0,Assault,Apartment,1389848400000,16,Thursday  ,16,22,January,2014,1430,100
1674,D53,1675,95,1482,43.6748581,-79.4071198,Assault,Annex (95),GO-20141356970,1389848400000,16.0,Thursday  ,16.0,20,January,2014.0,Assault,Outside,1389848400000,16,Thursday  ,16,20,January,2014,1430,100
